RCDTS,School Name,ambitious_instruction,collaborative_teachers,involved_families,supportive_environment,Year
150162990250779,Hancock College Preparatory HS,97.0,48.0,59.0,76.0,2022
150162990250788,Brooks College Prep Academy HS,83.0,57.0,71.0,68.0,2022
150162990250794,Northside College Preparatory Hs,91.0,,,86.0,2022
150162990250795,Chicago Military Academy HS,63.0,15.0,49.0,47.0,2022
150162990250796,Payton College Preparatory HS,,33.0,78.0,,2022
15016299025079,Aspira Charter - Business and Finance HS,47.0,22.0,16.0,50.0,2022
150162990250803,Phoenix Military Academy HS,69.0,41.0,66.0,57.0,2022
150162990250818,Spry Community Links High School,,65.0,38.0,,2022
150162990250820,Chicago Academy High School,74.0,43.0,58.0,65.0,2022
150162990250824,Bowen High School,56.0,42.0,51.0,46.0,2022
150162990250825,North-Grand High School,51.0,57.0,59.0,55.0,2022
150162990250826,Raby High School,51.0,53.0,38.0,48.0,2022
150162990250827,Clark Acad Prep Magnet High Schl,60.0,40.0,52.0,52.0,2022
150162990250828,Rickover Naval Academy High Schl,49.0,52.0,80.0,62.0,2022
150162990250829,Uplift Community High School,,,,,2022
15016299025082,CICS - Northtown  Campus,75.0,84.0,84.0,73.0,2022
150162990250830,World Language High School,41.0,37.0,38.0,53.0,2022
150162990250831,Douglass Academy High School,74.0,71.0,,68.0,2022
150162990250832,Devry Advantage Academy High Schl,54.0,73.0,,80.0,2022
150162990250833,Lindblom Math & Science Acad HS,71.0,,,59.0,2022
150162990250834,Bronzeville Scholastic HS,69.0,45.0,53.0,67.0,2022
150162990250835,School of Social Justice HS,52.0,49.0,42.0,56.0,2022
150162990250836,Multicultural Arts High School,42.0,71.0,75.0,46.0,2022
150162990250837,Infinity Math  Science & Tech HS,61.0,50.0,57.0,60.0,2022
15016299025083,CICS - Ralph Ellison Campus,84.0,62.0,48.0,54.0,2022
150162990250841,Collins Academy High School,82.0,49.0,39.0,66.0,2022
150162990250844,Austin College and Career Academy High School,49.0,54.0,37.0,52.0,2022
150162990250847,Orr Academy High School,79.0,69.0,91.0,50.0,2022
150162990250848,Air Force Acad High School,70.0,41.0,40.0,56.0,2022
150162990250849,Alcott College Prep,66.0,86.0,86.0,69.0,2022
15016299025084,North Lawndale Prep Chtr - Christiana,68.0,59.0,70.0,47.0,2022
150162990250850,Chicago Technology Academy HS,34.0,25.0,16.0,40.0,2022
150162990250851,Chicago HS for the Arts,58.0,35.0,49.0,49.0,2022
150162990250855,Ogden Int High School,72.0,48.0,49.0,66.0,2022
150162990250856,Williams Medical Prep High Sch,88.0,84.0,62.0,75.0,2022
150162990250857,Westinghouse High School,70.0,60.0,71.0,59.0,2022
150162990250859,Solorio Academy High School,59.0,62.0,58.0,60.0,2022
15016299025085,Acero Chtr Sch Network -  Major Hector P Garcia MD H S,50.0,38.0,56.0,53.0,2022
150162990250860,South Shore Intl Col Prep HS,61.0,24.0,32.0,51.0,2022
150162990250861,Goode STEM Academy HS,53.0,53.0,55.0,58.0,2022
150162990250862,Chicago Excel Academy HS,75.0,26.0,18.0,53.0,2022
150162990250863,Walter Henri Dyett High School for the Arts,,22.0,46.0,,2022
150162990250867,Englewood STEM High School,58.0,31.0,28.0,34.0,2022
15016299025086,Acero Chtr Sch Network Victoria Soto Campus,60.0,47.0,70.0,64.0,2022
15016299025101,KIPP Academy Chicago Campus,59.0,32.0,41.0,42.0,2022
15016299025103,KIPP Chicago Charters - Bloom Campus,68.0,61.0,53.0,52.0,2022
15016299025107,Univ of Chicago Chtr-Woodlawn,67.0,38.0,50.0,47.0,2022
15016299025109,LEARN Chtr - Middle School,76.0,50.0,33.0,41.0,2022
15016299025110,ASPIRA Charter - Haugan Campus,55.0,44.0,42.0,53.0,2022
15016299025111,Art in Motion Charter School,44.0,23.0,47.0,32.0,2022
150162990252046,Jackson M Elem School,57.0,50.0,58.0,47.0,2022
150162990252048,Green  W Elem School,57.0,41.0,46.0,46.0,2022
150162990252051,Addams Elem School,47.0,45.0,48.0,43.0,2022
150162990252052,Harriet Tubman Elem School,51.0,41.0,66.0,56.0,2022
150162990252053,Alcott Elem School,56.0,48.0,70.0,53.0,2022
150162990252054,Aldridge Elem School,65.0,63.0,38.0,46.0,2022
150162990252058,Armour Elem School,70.0,84.0,72.0,53.0,2022
150162990252059,Armstrong G Elem IntL Studies,77.0,73.0,68.0,66.0,2022
150162990252062,Audubon Elem School,63.0,,,64.0,2022
150162990252063,Avalon Park Elem School,56.0,33.0,18.0,45.0,2022
150162990252066,Barnard Elem Comp Math & Sci Ctr,38.0,25.0,26.0,25.0,2022
150162990252067,Barry Elem School,75.0,35.0,51.0,74.0,2022
150162990252068,Barton Elem School,41.0,63.0,51.0,28.0,2022
150162990252069,Bass Elem School,72.0,55.0,35.0,53.0,2022
15016299025206,Locke A Elem Charter Academy,,,,,2022
150162990252070,Bateman Elem School,42.0,51.0,62.0,46.0,2022
150162990252072,Nicholson Technology Acad Elem Sch,62.0,43.0,40.0,43.0,2022
150162990252078,Beaubien Elem School,71.0,70.0,90.0,71.0,2022
150162990252079,Beethoven Elem School,,20.0,32.0,,2022
150162990252080,Beidler Elem School,80.0,27.0,50.0,30.0,2022
150162990252081,Belding Elem School,54.0,57.0,78.0,68.0,2022
150162990252082,Bell Elem School,51.0,24.0,68.0,57.0,2022
150162990252083,Bennett Elem School,,,,,2022
150162990252086,Black Magnet Elem School,99.0,78.0,89.0,73.0,2022
150162990252087,Blaine Elem School,54.0,22.0,52.0,51.0,2022
150162990252088,Bond Elem School,63.0,37.0,34.0,66.0,2022
150162990252089,Boone Elem School,74.0,52.0,54.0,62.0,2022
150162990252090,Bradwell Comm Arts & Sci Elem Sch,52.0,43.0,41.0,40.0,2022
150162990252092,Haley Elem Academy,68.0,63.0,57.0,50.0,2022
150162990252093,Brennemann Elem School,56.0,33.0,45.0,55.0,2022
150162990252094,Brentano Elem Math & Science Acad,61.0,,,58.0,2022
150162990252095,Bridge Elem School,56.0,22.0,40.0,43.0,2022
150162990252096,Bright Elem School,,34.0,54.0,,2022
150162990252097,Brown  W Elem School,75.0,9.0,34.0,57.0,2022
150162990252098,Brownell Elem School,,23.0,42.0,,2022
150162990252100,Bouchet Elem Math & Science Acad,83.0,67.0,68.0,69.0,2022
150162990252101,Budlong Elem School,64.0,38.0,60.0,67.0,2022
150162990252102,Burbank Elem School,76.0,73.0,74.0,67.0,2022
150162990252103,Burke Elem School,31.0,29.0,32.0,28.0,2022
150162990252104,Burley Elem School,70.0,48.0,72.0,61.0,2022
150162990252105,Burnham Elem Inclusive Academy,57.0,,,44.0,2022
150162990252107,Burnside Elem Scholastic Academy,59.0,59.0,42.0,50.0,2022
150162990252108,Burr Elem School,59.0,71.0,76.0,58.0,2022
150162990252109,Burroughs Elem School,64.0,52.0,51.0,55.0,2022
150162990252110,Brunson Math & Sci Specialty Elem,45.0,54.0,58.0,34.0,2022
150162990252112,Byrne Elem School,54.0,48.0,59.0,50.0,2022
150162990252113,Caldwell Elem Acad of Math & Sci,85.0,64.0,62.0,42.0,2022
150162990252118,Cameron Elem School,61.0,58.0,51.0,51.0,2022
150162990252119,Canty Elem School,57.0,51.0,59.0,53.0,2022
150162990252120,Carnegie Elem School,49.0,49.0,53.0,41.0,2022
150162990252122,Carroll Elem School,85.0,28.0,38.0,66.0,2022
150162990252123,Carter Elem School,63.0,34.0,39.0,47.0,2022
150162990252126,Cassell Elem School,80.0,,,81.0,2022
150162990252127,Cather Elem School,46.0,28.0,42.0,30.0,2022
150162990252128,Chalmers Elem Specialty School,60.0,25.0,24.0,63.0,2022
150162990252129,Chappell Elem School,60.0,61.0,76.0,54.0,2022
150162990252130,Chase Elem School,52.0,33.0,48.0,58.0,2022
150162990252132,Clay Elem School,36.0,,,24.0,2022
150162990252133,Cleveland Elem School,57.0,56.0,67.0,61.0,2022
150162990252134,Clinton Elem School,74.0,65.0,64.0,67.0,2022
150162990252135,Clissold Elem School,,62.0,79.0,,2022
150162990252136,Coles Elem Language Academy,44.0,,,30.0,2022
150162990252138,Columbus Elem School,66.0,55.0,84.0,58.0,2022
150162990252139,Cook Elem School,50.0,16.0,18.0,49.0,2022
150162990252141,Coonley Elem School,50.0,35.0,55.0,53.0,2022
150162990252142,Cooper Elem Dual Language Academy,40.0,27.0,39.0,48.0,2022
150162990252145,Corkery Elem School,40.0,,,50.0,2022
150162990252147,Crown Elem Comm Acd Fine Arts Ctr,54.0,7.0,35.0,39.0,2022
150162990252148,Darwin Elem School,41.0,,,44.0,2022
150162990252149,Davis N Elem School,38.0,37.0,48.0,43.0,2022
15016299025214,Asian Human Services -Passage Chrtr,56.0,44.0,54.0,57.0,2022
150162990252150,Dawes Elem School,57.0,72.0,65.0,48.0,2022
150162990252153,Deneen Elem School,73.0,75.0,60.0,46.0,2022
150162990252154,Dett Elem School,,,,,2022
150162990252155,Chopin Elem School,41.0,37.0,32.0,38.0,2022
150162990252158,Dever Elem School,52.0,50.0,52.0,43.0,2022
150162990252159,Dewey Elem Academy of Fine Arts,38.0,16.0,28.0,39.0,2022
150162990252160,Disney Elem Magnet School,63.0,33.0,49.0,53.0,2022
150162990252161,Dixon Elem School,78.0,72.0,77.0,45.0,2022
150162990252167,Dore Elem School,53.0,39.0,59.0,43.0,2022
150162990252169,Drake Elem School,81.0,73.0,64.0,74.0,2022
150162990252172,Drummond Elem School,64.0,83.0,93.0,72.0,2022
150162990252173,Dubois Elem School,43.0,29.0,24.0,32.0,2022
150162990252175,Dulles Elem School,41.0,55.0,33.0,24.0,2022
150162990252177,Dunne Technology Acad Elem Sch,98.0,85.0,71.0,99.0,2022
150162990252179,Dvorak Technology Acad Elem Sch,59.0,29.0,32.0,39.0,2022
15016299025217,Chicago Math & Sci Elem Charter,59.0,49.0,51.0,66.0,2022
150162990252180,Earle Elem School,56.0,53.0,49.0,43.0,2022
150162990252181,Eberhart Elem School,,39.0,52.0,,2022
150162990252182,Ebinger Elem School,60.0,,,62.0,2022
150162990252183,Edgebrook Elem School,67.0,45.0,71.0,58.0,2022
150162990252184,Edison Elem Regional Gifted Cntr,60.0,36.0,79.0,58.0,2022
150162990252185,Edwards Elem School,56.0,58.0,66.0,47.0,2022
150162990252187,Ellington Elem School,60.0,57.0,48.0,45.0,2022
15016299025218,Namaste Elem Charter School,30.0,17.0,57.0,39.0,2022
150162990252190,Ericson Elem Scholastic Academy,81.0,41.0,50.0,55.0,2022
150162990252191,Esmond Elem School,57.0,47.0,65.0,47.0,2022
150162990252192,Everett Elem School,86.0,85.0,78.0,61.0,2022
150162990252193,Evers Elem School,72.0,59.0,53.0,48.0,2022
150162990252194,Falconer Elem School,66.0,63.0,56.0,72.0,2022
150162990252195,Faraday Elem School,66.0,60.0,72.0,56.0,2022
150162990252198,Farnsworth Elem School,53.0,46.0,57.0,47.0,2022
15016299025219,Erie Elem Charter School,48.0,15.0,33.0,53.0,2022
150162990252202,Fernwood Elem School,,,,,2022
150162990252203,Field Elem School,28.0,,,22.0,2022
150162990252204,Fiske Elem School,65.0,25.0,30.0,52.0,2022
150162990252206,Fort Dearborn Elem School,52.0,42.0,37.0,32.0,2022
150162990252207,Franklin Elem Fine Arts Center,53.0,33.0,51.0,42.0,2022
150162990252209,Fuller Elem School,68.0,25.0,14.0,35.0,2022
150162990252210,Fulton Elem School,81.0,38.0,37.0,51.0,2022
150162990252211,Funston Elem School,33.0,10.0,35.0,43.0,2022
150162990252212,Gale Elem Community Academy,43.0,17.0,27.0,46.0,2022
150162990252213,Gallistel Elem Language Academy,55.0,52.0,62.0,49.0,2022
150162990252214,Garvy  J Elem School,65.0,61.0,67.0,56.0,2022
150162990252215,Gary Elem School,59.0,35.0,50.0,51.0,2022
15016299025221,Legacy Elem Charter School,63.0,15.0,31.0,52.0,2022
150162990252220,Goethe Elem School,58.0,61.0,79.0,47.0,2022
150162990252222,Owens Community Academy ES,83.0,37.0,35.0,77.0,2022
150162990252223,Goudy Technology Academy,76.0,67.0,61.0,54.0,2022
150162990252224,Graham  A Elem School,43.0,37.0,26.0,39.0,2022
150162990252226,Gray Elem School,47.0,62.0,59.0,41.0,2022
150162990252227,Greeley Elem School,,53.0,71.0,,2022
150162990252229,Greene N Elem School,99.0,69.0,68.0,96.0,2022
150162990252230,Gregory Math & Sci Elem Academy,37.0,35.0,16.0,29.0,2022
150162990252231,Gresham Elem School,55.0,57.0,34.0,47.0,2022
150162990252232,Grimes Elem School,60.0,63.0,67.0,60.0,2022
150162990252235,Haines Elem School,58.0,67.0,71.0,55.0,2022
150162990252236,Gillespie Elem School,31.0,26.0,31.0,17.0,2022
150162990252239,Hale Elem School,56.0,51.0,52.0,65.0,2022
150162990252240,Hamilton Elem School,69.0,19.0,64.0,71.0,2022
150162990252241,Hamline Elem School,45.0,42.0,46.0,43.0,2022
150162990252242,Hammond Elem School,32.0,44.0,50.0,37.0,2022
150162990252244,Bret Harte Elem School,46.0,44.0,50.0,35.0,2022
150162990252246,Harvard Elem School,,16.0,17.0,,2022
150162990252247,Haugan Elem School,49.0,36.0,53.0,43.0,2022
150162990252249,Hawthorne Elem Scholastic Academy,76.0,55.0,85.0,69.0,2022
15016299025224,Providence-Englewood Elem Charter,67.0,57.0,46.0,63.0,2022
150162990252252,Hayt Elem School,,23.0,40.0,,2022
150162990252254,Healy Elem School,54.0,72.0,71.0,45.0,2022
150162990252255,Hearst Elem School,38.0,,,23.0,2022
150162990252256,Hedges Elem School,45.0,20.0,39.0,46.0,2022
150162990252257,Hefferan Elem School,62.0,38.0,32.0,44.0,2022
150162990252258,Henderson Elem School,78.0,64.0,29.0,61.0,2022
150162990252259,Hendricks Elem Community Academy,,,,,2022
150162990252260,Henry Elem School,51.0,57.0,73.0,55.0,2022
150162990252263,Herzl Elem School,49.0,56.0,45.0,44.0,2022
150162990252265,Hibbard Elem School,,35.0,62.0,,2022
150162990252266,Higgins Elem Community Academy,82.0,58.0,47.0,50.0,2022
150162990252267,King Academy of Social Justice,61.0,71.0,41.0,53.0,2022
150162990252268,Hitch Elem School,53.0,55.0,59.0,43.0,2022
150162990252269,Holden Elem School,64.0,27.0,46.0,53.0,2022
15016299025226,Polaris Elem Charter Academy,99.0,83.0,81.0,98.0,2022
150162990252270,Holmes Elem School,,25.0,12.0,,2022
150162990252273,Howe Elem School,64.0,15.0,14.0,51.0,2022
150162990252275,Hoyne Elem School,78.0,51.0,63.0,44.0,2022
150162990252276,Hughes  C Elem School,71.0,51.0,58.0,67.0,2022
150162990252280,Hurley Elem School,50.0,40.0,63.0,37.0,2022
150162990252281,Irving Elem School,42.0,28.0,41.0,32.0,2022
150162990252283,Chicago World Language Academy,53.0,40.0,67.0,47.0,2022
150162990252284,Jahn Elem School,64.0,8.0,51.0,53.0,2022
150162990252285,Jamieson Elem School,70.0,46.0,67.0,72.0,2022
150162990252288,Jensen Elem Scholastic Academy,68.0,55.0,53.0,39.0,2022
150162990252289,Pilsen Elem Community Academy,45.0,56.0,78.0,51.0,2022
15016299025228,Catalyst Charter-Circle Rock ES,73.0,68.0,52.0,56.0,2022
150162990252290,Johnson Elem School,58.0,26.0,35.0,42.0,2022
150162990252292,Jungman Elem School,63.0,53.0,60.0,57.0,2022
150162990252293,Kellogg Elem School,54.0,,,38.0,2022
150162990252294,Kershaw Elem School,77.0,62.0,50.0,68.0,2022
150162990252296,Kilmer Elem School,88.0,35.0,52.0,84.0,2022
150162990252299,Kinzie Elem School,84.0,67.0,75.0,75.0,2022
15016299025229,Academy for Global Citizenship,59.0,57.0,60.0,58.0,2022
150162990252300,Kipling Elem School,69.0,,,61.0,2022
150162990252303,Lozano Elem Bilingual & Intl Ctr,50.0,50.0,59.0,60.0,2022
150162990252304,Kozminski Elem Community Academy,,,,,2022
150162990252306,LaSalle Elem Language Academy,58.0,33.0,62.0,44.0,2022
150162990252309,Lawndale Elem Community Academy,58.0,51.0,43.0,49.0,2022
15016299025230,Rowe Elementary,46.0,45.0,39.0,44.0,2022
150162990252311,Lewis Elem School,60.0,72.0,68.0,45.0,2022
150162990252313,Libby Elem School,59.0,41.0,41.0,37.0,2022
150162990252314,Lincoln Elem School,69.0,51.0,80.0,66.0,2022
150162990252315,Linne Elem School,67.0,47.0,62.0,56.0,2022
150162990252316,Lloyd Elem School,64.0,44.0,59.0,45.0,2022
150162990252317,Locke  J Elem School,49.0,42.0,53.0,41.0,2022
150162990252319,Lovett Elem School,81.0,53.0,55.0,69.0,2022
150162990252321,Lowell Elem School,59.0,38.0,52.0,48.0,2022
150162990252323,Lyon Elem School,52.0,52.0,55.0,49.0,2022
150162990252324,Madison Elem School,75.0,83.0,75.0,56.0,2022
150162990252326,Manierre Elem School,53.0,44.0,37.0,57.0,2022
150162990252328,Mann Elem School,78.0,66.0,49.0,34.0,2022
15016299025232,Catalyst Charter - Maria ES,69.0,59.0,84.0,67.0,2022
150162990252330,Marquette Elem School,51.0,57.0,60.0,41.0,2022
150162990252331,Marsh Elem School,49.0,31.0,36.0,40.0,2022
150162990252334,Mason Elem School,69.0,47.0,53.0,49.0,2022
150162990252337,Mayer Elem School,62.0,39.0,60.0,60.0,2022
150162990252339,McClellan Elem School,56.0,28.0,36.0,50.0,2022
15016299025233,Montessori of Englewood Chtr ES,60.0,43.0,49.0,44.0,2022
150162990252341,McCormick Elem School,66.0,51.0,74.0,66.0,2022
150162990252344,McCutcheon Elem School,76.0,62.0,64.0,69.0,2022
150162990252345,McDade Elem Classical School,74.0,28.0,53.0,47.0,2022
150162990252346,McKay Elem School,49.0,51.0,46.0,42.0,2022
150162990252349,McPherson Elem School,52.0,24.0,50.0,52.0,2022
150162990252352,Melody Elem School,70.0,63.0,58.0,59.0,2022
150162990252353,Mitchell Elem School,70.0,61.0,76.0,48.0,2022
150162990252354,Mollison Elem School,,,,,2022
150162990252355,Monroe Elem School,44.0,31.0,44.0,44.0,2022
150162990252356,Moos Elem School,43.0,29.0,49.0,36.0,2022
150162990252357,Morrill Elem Math & Sci School,,,,,2022
150162990252358,Inter-American Elem Magnet School,65.0,43.0,61.0,51.0,2022
15016299025235,Christopher House Chrt ES,49.0,16.0,67.0,64.0,2022
150162990252361,Mount Greenwood Elem School,83.0,77.0,82.0,82.0,2022
150162990252362,Mount Vernon Elem School,54.0,53.0,39.0,49.0,2022
150162990252363,Mozart Elem School,55.0,54.0,67.0,50.0,2022
150162990252365,Murphy Elem School,56.0,45.0,69.0,52.0,2022
150162990252366,Murray Elem Language Academy,,9.0,29.0,,2022
150162990252367,Brown R Elem Community Acad,85.0,40.0,31.0,93.0,2022
150162990252368,Nash Elem School,51.0,36.0,30.0,43.0,2022
150162990252369,Neil Elem School,65.0,54.0,50.0,46.0,2022
15016299025236,Chicago Collegiate Charter School,61.0,72.0,59.0,38.0,2022
150162990252370,Nettelhorst Elem School,58.0,39.0,70.0,59.0,2022
150162990252371,Newberry Elem Math & Science Acad,87.0,64.0,64.0,72.0,2022
150162990252372,Carver Primary School,65.0,36.0,32.0,36.0,2022
150162990252373,Nightingale Elem School,52.0,44.0,56.0,48.0,2022
150162990252374,Nixon Elem School,58.0,46.0,46.0,55.0,2022
150162990252375,Nobel Elem School,48.0,68.0,67.0,38.0,2022
150162990252376,Norwood Park Elem School,38.0,41.0,60.0,45.0,2022
150162990252380,Ogden Elem School,48.0,,,42.0,2022
150162990252381,Oglesby Elem School,67.0,15.0,28.0,57.0,2022
150162990252382,OKeeffe Elem School,82.0,63.0,64.0,64.0,2022
150162990252383,Onahan Elem School,77.0,57.0,78.0,61.0,2022
150162990252384,Oriole Park Elem School,58.0,64.0,76.0,61.0,2022
150162990252385,Piccolo Elem Specialty School,48.0,38.0,52.0,47.0,2022
150162990252386,Otis Elem School,44.0,26.0,44.0,43.0,2022
150162990252387,OToole Elem School,57.0,55.0,45.0,38.0,2022
150162990252389,Owen Elem Scholastic Academy,71.0,33.0,48.0,41.0,2022
150162990252391,Palmer Elem School,62.0,38.0,55.0,53.0,2022
150162990252392,Parker Elem Community Academy,68.0,62.0,48.0,41.0,2022
150162990252394,Park Manor Elem School,72.0,67.0,52.0,46.0,2022
150162990252395,Parkside Elem Community Academy,66.0,23.0,37.0,54.0,2022
150162990252396,Pasteur Elem School,98.0,66.0,73.0,99.0,2022
150162990252398,Peck Elem School,99.0,58.0,77.0,86.0,2022
150162990252399,Peirce Elem Intl Studies School,68.0,29.0,66.0,65.0,2022
150162990252400,Penn Elem School,65.0,41.0,62.0,53.0,2022
150162990252401,Washington  H Elem School,93.0,49.0,58.0,79.0,2022
150162990252402,Pershing Elem Humanities Magnet,68.0,42.0,46.0,43.0,2022
150162990252403,Peterson Elem School,58.0,24.0,49.0,51.0,2022
150162990252404,Pickard Elem School,82.0,63.0,85.0,59.0,2022
150162990252405,Pirie Elem Fine Arts & Academic C,99.0,35.0,,83.0,2022
150162990252406,Plamondon Elem School,62.0,32.0,40.0,44.0,2022
150162990252409,Portage Park Elem School,64.0,41.0,51.0,57.0,2022
15016299025240,Horizon Sci Academy - Southwest Charter,48.0,51.0,42.0,45.0,2022
150162990252410,Prescott Elem School,81.0,32.0,59.0,54.0,2022
150162990252412,Prussing Elem School,52.0,26.0,41.0,39.0,2022
150162990252413,Pulaski Intl Sch of Chicago,56.0,41.0,71.0,46.0,2022
150162990252414,Pullman Elem School,68.0,28.0,37.0,47.0,2022
150162990252416,Ravenswood Elem School,57.0,55.0,72.0,46.0,2022
150162990252417,Ray Elem School,64.0,66.0,79.0,44.0,2022
150162990252419,Reavis Elem Math & Sci Spec Schl,37.0,37.0,37.0,36.0,2022
15016299025241,Great Lakes Academy Charter ES,53.0,14.0,36.0,38.0,2022
150162990252421,Reilly Elem School,52.0,43.0,54.0,53.0,2022
150162990252422,Reinberg Elem School,67.0,41.0,48.0,53.0,2022
150162990252423,Revere Elem School,70.0,29.0,,58.0,2022
150162990252426,Rogers Elem School,61.0,64.0,70.0,52.0,2022
150162990252428,Ruggles Elem School,57.0,38.0,38.0,41.0,2022
150162990252429,Ryder Elem Math & Sci Spec School,91.0,78.0,74.0,92.0,2022
150162990252434,Sauganash Elem School,63.0,47.0,73.0,68.0,2022
150162990252435,Sawyer Elem School,46.0,25.0,41.0,49.0,2022
150162990252436,Sayre Elem Language Academy,45.0,29.0,44.0,47.0,2022
150162990252437,Ashe Elem School,54.0,34.0,37.0,41.0,2022
150162990252438,Scammon Elem School,63.0,60.0,83.0,65.0,2022
150162990252442,Schmid Elem School,52.0,57.0,58.0,45.0,2022
150162990252444,Schubert Elem School,66.0,43.0,64.0,44.0,2022
150162990252446,Seward Elem Communication Arts Ac,44.0,47.0,49.0,46.0,2022
15016299025244,Moving Everest Charter School,,,,,2022
150162990252451,Sheridan Elem Math & Science Acad,32.0,53.0,65.0,41.0,2022
150162990252452,Mireles Elem Academy,58.0,45.0,48.0,41.0,2022
150162990252453,Sherman Elem School,96.0,87.0,93.0,87.0,2022
150162990252454,Sherwood Elem School,82.0,49.0,71.0,67.0,2022
150162990252455,Shields Elem School,96.0,47.0,59.0,77.0,2022
150162990252456,Shoesmith Elem School,,44.0,19.0,,2022
150162990252457,Shoop Math-Sci Tech Elem Academy,64.0,52.0,57.0,28.0,2022
150162990252458,Skinner Elem School,59.0,33.0,71.0,48.0,2022
150162990252459,Smyser Elem School,61.0,40.0,54.0,62.0,2022
15016299025245,KIPP Chicago Charter School - KIPP One Academy,58.0,51.0,51.0,42.0,2022
150162990252460,Smyth  J Elem School,60.0,42.0,43.0,54.0,2022
150162990252461,Solomon Elem School,59.0,47.0,68.0,67.0,2022
150162990252462,Spencer Technology Acad Elem Sch,59.0,24.0,26.0,38.0,2022
150162990252464,Stagg Elem School,63.0,4.0,23.0,50.0,2022
150162990252465,Stevenson Elem School,67.0,76.0,89.0,66.0,2022
150162990252468,Stone Elem Scholastic Academy,59.0,51.0,71.0,53.0,2022
150162990252469,Spry Elem Community School,45.0,33.0,51.0,43.0,2022
15016299025246,CICS - Bucktown Campus,46.0,68.0,69.0,45.0,2022
150162990252472,Stowe Elem School,36.0,27.0,45.0,33.0,2022
150162990252474,Sullivan Elem School,60.0,49.0,52.0,41.0,2022
150162990252475,Sumner Elem Math & Sci Comm Acad,51.0,62.0,55.0,46.0,2022
150162990252476,Sutherland Elem School,54.0,24.0,61.0,54.0,2022
150162990252477,Swift Elem Specialty School,58.0,38.0,60.0,55.0,2022
150162990252478,Talcott Elem School,49.0,43.0,47.0,52.0,2022
150162990252479,Tanner Elem School,78.0,67.0,47.0,36.0,2022
15016299025247,CICS - Longwood Campus,56.0,,,40.0,2022
150162990252480,Taylor Elem School,39.0,,,34.0,2022
150162990252484,Thorp  J N Elem School,66.0,52.0,46.0,30.0,2022
150162990252486,Thorp  O A Elem Scholastic Acad,56.0,37.0,61.0,49.0,2022
150162990252487,Tilton Elem School,98.0,,,72.0,2022
150162990252488,Tonti Elem School,78.0,34.0,60.0,64.0,2022
15016299025248,CICS - Prairie Campus,55.0,45.0,38.0,45.0,2022
150162990252490,Twain Elem School,48.0,58.0,62.0,43.0,2022
150162990252491,Vanderpoel Elem Magnet School,54.0,38.0,58.0,36.0,2022
150162990252492,Lavizzo Elem School,72.0,,,43.0,2022
150162990252494,Volta Elem School,55.0,50.0,77.0,46.0,2022
150162990252497,Wacker Elem School,91.0,76.0,69.0,63.0,2022
150162990252498,Wadsworth Elem School,71.0,23.0,42.0,55.0,2022
15016299025249,CICS - Washington Pk Campus,60.0,46.0,33.0,35.0,2022
150162990252500,Walsh Elem School,48.0,48.0,65.0,52.0,2022
150162990252501,Ward  J Elem School,59.0,47.0,74.0,53.0,2022
150162990252502,Warren Elem School,77.0,59.0,64.0,49.0,2022
150162990252503,Washington  G Elem School,74.0,40.0,57.0,77.0,2022
150162990252504,Waters Elem School,71.0,57.0,82.0,60.0,2022
150162990252505,Webster Elem School,74.0,58.0,64.0,60.0,2022
150162990252506,Wentworth Elem School,37.0,27.0,22.0,27.0,2022
150162990252507,Westcott Elem School,44.0,38.0,29.0,33.0,2022
150162990252510,Pritzker Elem School,48.0,38.0,58.0,48.0,2022
150162990252512,Whistler Elem School,,,,,2022
150162990252513,Whitney Elem School,47.0,41.0,51.0,43.0,2022
150162990252514,Whittier Elem School,50.0,49.0,55.0,46.0,2022
150162990252516,Wildwood Elem School,59.0,64.0,83.0,41.0,2022
15016299025251,CICS - West Belden Campus,60.0,60.0,57.0,57.0,2022
150162990252521,Woodson South Elem School,,,,,2022
150162990252525,Young Elem School,64.0,52.0,65.0,39.0,2022
15016299025252,CICS - Avalon/South Shore,51.0,27.0,29.0,28.0,2022
150162990252542,Yates Elem School,49.0,28.0,44.0,43.0,2022
15016299025254,CICS - Irving Park Campus,60.0,69.0,76.0,52.0,2022
15016299025255,CICS - Loomis Primary Campus,,,,,2022
15016299025258,Univ of Chicago Chtr-Nth Kenwood,91.0,72.0,62.0,79.0,2022
150162990252597,Hernandez Middle School,70.0,66.0,60.0,48.0,2022
15016299025259,Acero Chtr Sch Network - Octavio Paz Elem School,46.0,43.0,60.0,46.0,2022
150162990252603,Dirksen Elem School,65.0,46.0,62.0,56.0,2022
150162990252605,Depriest Elem School,59.0,51.0,36.0,46.0,2022
15016299025260,Acero Chtr Sch Network - Rufino Tamayo Elem Sch,64.0,63.0,63.0,58.0,2022
150162990252617,Cuffe Math-Sci Tech Elem Academy,69.0,47.0,60.0,53.0,2022
150162990252618,Foster Park Elem School,72.0,47.0,63.0,56.0,2022
15016299025261,Acero Chtr Sch Network - Carlos Fuentes  Elem School,54.0,37.0,55.0,63.0,2022
150162990252620,Hughes L Elem School,84.0,33.0,42.0,57.0,2022
150162990252622,Grissom Elem School,65.0,28.0,59.0,43.0,2022
15016299025262,Acero Chtr Sch Network - Bartolome de las Casas Elem Sch,58.0,72.0,60.0,65.0,2022
